,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,deck,num,side
9011,Earth,True,G/106/S,55 Cancri e,40.0,False,0.0,0.0,0.0,0.0,0.0,Benda Chroeders,G,106,S
9012,Earth,False,F/125/S,TRAPPIST-1e,58.0,False,0.0,0.0,46.0,755.0,0.0,Fery Prickmantes,F,125,S
9013,Earth,False,F/148/P,TRAPPIST-1e,22.0,False,0.0,65.0,221.0,5.0,304.0,Garion Gardsondez,F,148,P
9014,Earth,True,G/108/P,55 Cancri e,13.0,False,0.0,0.0,0.0,0.0,0.0,Roydo Kirks,G,108,P
9015,Europa,True,B/29/P,TRAPPIST-1e,16.0,False,0.0,0.0,0.0,0.0,0.0,Diph Obnoftle,B,29,P
9016,Europa,True,B/29/P,55 Cancri e,13.0,False,0.0,0.0,0.0,0.0,0.0,Kabens Pronfraked,B,29,P
9017,Mars,False,F/128/S,TRAPPIST-1e,15.0,False,1344.0,0.0,1020.0,0.0,1.0,Want Batte,F,128,S
9018,Mars,False,E/51/S,TRAPPIST-1e,42.0,False,466.0,0.0,583.0,0.0,0.0,Booss Tike,E,51,S
9019,Europa,True,B/31/P,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,Jihoton Panspic,B,31,P
9020,Europa,False,B/31/P,55 Cancri e,19.0,False,0.0,1502.0,1.0,874.0,437.0,Dyonevi Panspic,B,31,P
9021,Europa,True,B/31/P,,,False,0.0,0.0,0.0,0.0,0.0,Nesch Panspic,B,31,P
9022,Europa,True,B/31/P,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,Hekab Bewarsecal,B,31,P
9023,Europa,False,B/31/P,TRAPPIST-1e,15.0,False,0.0,437.0,0.0,2.0,4679.0,Hassias Panspic,B,31,P
9024,Europa,True,B/31/P,TRAPPIST-1e,38.0,False,1.0,2352.0,1604.0,66.0,2583.0,Dscheat Panspic,B,31,P
9025,Europa,True,B/31/P,55 Cancri e,49.0,False,0.0,0.0,0.0,0.0,0.0,Batomam Panspic,B,31,P
9026,Mars,True,F/129/S,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,Cings Hotty,F,129,S
9027,Mars,False,E/52/S,TRAPPIST-1e,,False,0.0,0.0,0.0,0.0,0.0,Krus Buko,E,52,S
9028,Mars,False,D/26/S,TRAPPIST-1e,19.0,False,1661.0,0.0,350.0,336.0,231.0,Tran Buko,D,26,S
9029,Earth,False,F/130/S,TRAPPIST-1e,46.0,False,17.0,43.0,659.0,40.0,0.0,Kene Walkerez,F,130,S
9030,Mars,False,F/151/P,TRAPPIST-1e,21.0,False,559.0,725.0,3.0,0.0,0.0,Bonutz Khaf,F,151,P
9031,Earth,False,F/131/S,55 Cancri e,29.0,False,0.0,0.0,33.0,539.0,0.0,Lyny Penashley,F,131,S
9032,Earth,True,G/110/P,PSO J318.5-22,,False,0.0,0.0,0.0,0.0,0.0,Joycey Hewson,G,110,P
9033,Earth,False,F/135/S,TRAPPIST-1e,44.0,False,14.0,0.0,1817.0,2.0,171.0,Skunch Ponie,F,135,S
9034,Earth,False,F/136/S,TRAPPIST-1e,19.0,False,720.0,0.0,7.0,0.0,32.0,Raulia Cleang,F,136,S
9035,Earth,False,F/136/S,TRAPPIST-1e,29.0,False,60.0,480.0,5.0,0.0,276.0,Jessa Cleang,F,136,S
9036,Mars,False,F/155/P,TRAPPIST-1e,25.0,False,266.0,98.0,748.0,169.0,6.0,Healls Tie,F,155,P
9037,Earth,False,,TRAPPIST-1e,41.0,False,0.0,885.0,0.0,0.0,0.0,Willy Mcfarleys,,,
9038,Earth,False,F/137/S,55 Cancri e,19.0,False,222.89785157787045,163.0,1487.0,1.0,223.0,Lyny Tuckers,F,137,S
9039,Mars,False,E/54/S,TRAPPIST-1e,33.0,False,4.0,153.0,892.0,0.0,0.0,Sugark Min,E,54,S
9040,Mars,True,F/138/S,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,Frunk Min,F,138,S
9041,Europa,True,B/26/S,55 Cancri e,44.0,False,222.89785157787045,0.0,0.0,0.0,0.0,Aviton Undrude,B,26,S
9042,Earth,False,E/45/P,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,787.0,1.0,Jodip Mclarseney,E,45,P
9043,Mars,False,F/158/P,TRAPPIST-1e,32.0,False,530.0,0.0,1195.0,11.0,788.0,Wat Meake,F,158,P
9044,Mars,True,F/139/S,TRAPPIST-1e,33.0,False,0.0,0.0,0.0,0.0,0.0,Oss Cotte,F,139,S
9045,Mars,False,F/139/S,TRAPPIST-1e,32.0,False,1705.0,0.0,175.0,434.0,172.0,Kokix Cotte,F,139,S
9046,Mars,True,F/159/P,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,Widin Kashe,F,159,P
9047,Mars,True,F/141/S,TRAPPIST-1e,21.0,False,0.0,0.0,174.90603284902085,0.0,0.0,Ray Mity,F,141,S
9048,Earth,True,G/113/S,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,Annon Hultz,G,113,S
9049,Europa,False,D/32/P,55 Cancri e,31.0,False,0.0,1029.0,1247.0,0.0,52.0,Sinons Irived,D,32,P
9050,Europa,False,C/29/S,TRAPPIST-1e,22.0,False,3.0,2490.0,0.0,1197.0,144.0,Penton Switmorary,C,29,S
9051,Europa,True,,55 Cancri e,74.0,False,0.0,0.0,0.0,0.0,0.0,Caia Switmorary,,,
9052,Europa,False,C/29/S,TRAPPIST-1e,53.0,False,472.0,3.0,0.0,1935.0,2505.0,Batan Switmorary,C,29,S
9053,Europa,True,C/25/P,55 Cancri e,40.0,False,0.0,0.0,0.0,0.0,0.0,Hekarf Tabloory,C,25,P
9054,Europa,False,C/25/P,55 Cancri e,23.0,False,0.0,4733.0,0.0,1412.0,4419.0,Grafik Tabloory,C,25,P
9055,Europa,True,C/25/P,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0,Aston Tabloory,C,25,P
9056,Earth,False,F/160/P,TRAPPIST-1e,18.0,False,178.0,0.0,11.0,478.0,0.0,Prilly Meltoney,F,160,P
9057,Europa,True,C/30/S,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,Anchium Poustive,C,30,S
9058,Europa,False,C/30/S,TRAPPIST-1e,48.0,False,1.0,14.0,2.0,3717.0,0.0,Mino Poustive,C,30,S
9059,Mars,True,E/55/S,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0,Walmon Derry,E,55,S
9060,Europa,False,C/27/P,TRAPPIST-1e,34.0,False,0.0,3410.0,0.0,0.0,1456.0,Tetra Oinded,C,27,P
9061,Europa,False,B/33/P,55 Cancri e,27.0,False,0.0,1288.0,0.0,1342.0,3506.0,Sabireo Oinded,B,33,P
9062,Europa,False,B/33/P,TRAPPIST-1e,44.0,False,0.0,0.0,0.0,0.0,0.0,Gravior Clutchaft,B,33,P
9063,Europa,False,C/31/S,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Muonin Trameterty,C,31,S
9064,Europa,True,C/31/S,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,Altardr Trameterty,C,31,S
9065,Europa,True,C/31/S,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,Syrmion Trameterty,C,31,S
9066,Europa,False,C/31/S,TRAPPIST-1e,23.0,False,0.0,1857.0,1.0,386.0,15940.0,Grum Trameterty,C,31,S
9067,Europa,False,C/31/S,TRAPPIST-1e,26.0,False,0.0,3326.0,3.0,621.0,51.0,Kitakan Unklible,C,31,S
9068,Europa,True,C/31/S,55 Cancri e,46.0,False,0.0,0.0,0.0,0.0,0.0,Errairk Unklible,C,31,S
9069,Europa,True,C/32/S,TRAPPIST-1e,41.0,False,0.0,0.0,0.0,0.0,0.0,Sterfik Ousious,C,32,S
9070,Europa,False,C/32/S,55 Cancri e,25.0,False,0.0,1641.0,20.0,1663.0,10.0,Bath Ousious,C,32,S
9071,Mars,True,D/27/S,,50.0,False,0.0,0.0,0.0,308.4769036733407,0.0,Ritars Apple,D,27,S
9072,Earth,False,F/164/P,TRAPPIST-1e,28.0,False,2.0,372.0,0.0,0.0,506.0,Jenne Fielsenders,F,164,P
9073,Earth,True,G/116/P,PSO J318.5-22,17.0,False,0.0,0.0,0.0,0.0,0.0,Elany Trankliney,G,116,P
9074,Europa,False,C/34/S,55 Cancri e,29.0,True,149.0,1704.0,0.0,7402.0,14.0,Taram Gented,C,34,S
9075,Mars,True,F/167/P,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,Lift Sto,F,167,P
9076,Earth,True,G/118/P,55 Cancri e,34.0,False,0.0,0.0,0.0,0.0,0.0,Ellena Fitzgerson,G,118,P
9077,Europa,True,C/28/P,55 Cancri e,28.0,False,0.0,0.0,0.0,0.0,0.0,Celava Prombled,C,28,P
9078,Mars,False,F/150/S,TRAPPIST-1e,47.0,False,3682.0,3636.0,174.90603284902085,83.0,306.7894819713431,Mins Perne,F,150,S
9079,Mars,False,F/168/P,TRAPPIST-1e,28.0,False,830.0,0.0,278.0,3.0,2.0,Sugars Boure,F,168,P
9080,Mars,True,E/58/S,TRAPPIST-1e,38.0,False,0.0,451.96167494677076,0.0,0.0,0.0,Panch Pamca,E,58,S
9081,Mars,False,F/153/S,TRAPPIST-1e,22.0,True,2227.0,324.0,47.0,308.4769036733407,0.0,Igrish Cha,F,153,S
9082,Mars,True,F/155/S,55 Cancri e,18.0,False,0.0,0.0,0.0,0.0,0.0,Cints Berry,F,155,S
9083,Europa,False,A/7/P,TRAPPIST-1e,21.0,False,0.0,2673.0,0.0,1678.0,30.0,Eltan Speery,A,7,P
9084,Europa,False,A/7/P,TRAPPIST-1e,40.0,False,0.0,0.0,0.0,0.0,0.0,Luxonon Speery,A,7,P
9085,Europa,True,A/7/P,55 Cancri e,67.0,False,0.0,0.0,0.0,0.0,0.0,Phah Speery,A,7,P
9086,Earth,False,F/172/P,PSO J318.5-22,39.0,False,182.0,148.0,35.0,23.0,277.0,Henryn Pagedy,F,172,P
9087,Earth,True,G/122/P,PSO J318.5-22,19.0,False,0.0,0.0,0.0,0.0,0.0,Diandi Folemonley,G,122,P
9088,Europa,True,D/34/P,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,Suhelik Queldry,D,34,P
9089,Europa,False,D/34/P,55 Cancri e,29.0,False,0.0,699.0,377.0,3858.0,6.0,Zedark Queldry,D,34,P
9090,Mars,True,E/46/P,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,Flyros Concy,E,46,P
9091,Mars,False,D/35/P,TRAPPIST-1e,23.0,False,2577.0,0.0,0.0,0.0,2.0,Chal Concy,D,35,P
9092,Earth,False,F/174/P,PSO J318.5-22,41.0,False,0.0,171.0,80.0,2393.0,4.0,Perryl Lancis,F,174,P
9093,Mars,True,E/47/P,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,Pars Hotte,E,47,P
9094,Earth,True,G/124/P,PSO J318.5-22,43.0,False,0.0,0.0,0.0,0.0,0.0,Hilley Cabrewsond,G,124,P
9095,Mars,True,E/61/S,TRAPPIST-1e,54.0,False,0.0,0.0,0.0,0.0,0.0,Burs Butte,E,61,S
9096,Earth,False,F/161/S,TRAPPIST-1e,14.0,False,698.0,0.0,0.0,1.0,0.0,Cellex Hopperett,F,161,S
9097,Europa,True,D/29/S,TRAPPIST-1e,69.0,False,0.0,0.0,0.0,0.0,0.0,Asellum Reewerpic,D,29,S
9098,Earth,True,G/126/S,PSO J318.5-22,24.0,False,0.0,451.96167494677076,0.0,0.0,0.0,Alvia Kimons,G,126,S
9099,Europa,False,B/33/S,TRAPPIST-1e,37.0,False,0.0,0.0,0.0,0.0,0.0,Avitons Stichseary,B,33,S
9100,Earth,False,F/177/P,TRAPPIST-1e,28.0,False,869.0,0.0,2.0,0.0,0.0,Rica Floways,F,177,P
9101,Europa,False,B/34/S,55 Cancri e,59.0,False,0.0,2935.0,529.0,21.0,462.0,Coxah String,B,34,S
9102,Mars,False,D/36/P,TRAPPIST-1e,20.0,False,2024.0,0.0,269.0,13.0,0.0,Cups Mad,D,36,P
9103,Mars,True,F/178/P,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,306.7894819713431,Hion Mad,F,178,P
9104,Earth,False,G/128/S,TRAPPIST-1e,59.0,False,0.0,0.0,0.0,0.0,0.0,Valey Olivasquez,G,128,S
9105,Earth,True,G/125/P,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,Perryl Burryerson,G,125,P
9106,Mars,False,D/30/S,TRAPPIST-1e,36.0,False,3160.0,0.0,12.0,0.0,306.7894819713431,Forn Trad,D,30,S
9107,Mars,True,F/162/S,TRAPPIST-1e,43.0,False,0.0,0.0,0.0,0.0,0.0,Dontch Trad,F,162,S
9108,Mars,True,F/162/S,TRAPPIST-1e,9.0,False,0.0,0.0,0.0,0.0,0.0,Feries Erle,F,162,S
9109,Mars,True,F/179/P,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,Puffes Hapie,F,179,P
9110,Earth,False,E/63/S,TRAPPIST-1e,24.0,False,780.0,0.0,0.0,2.0,6.0,Krisa Flynnis,E,63,S
9111,Mars,True,E/50/P,PSO J318.5-22,14.0,False,0.0,0.0,0.0,0.0,0.0,Lopedo Pepie,E,50,P
9112,Mars,True,E/50/P,TRAPPIST-1e,45.0,False,0.0,0.0,0.0,0.0,306.7894819713431,Want Pepie,E,50,P
9113,Earth,False,G/132/S,TRAPPIST-1e,23.0,False,299.0,4958.0,299.0,0.0,93.0,Lyde Briggins,G,132,S
9114,Earth,False,G/128/P,TRAPPIST-1e,59.0,False,0.0,0.0,0.0,7.0,833.0,Ginia Rilley,G,128,P
9115,Earth,False,,TRAPPIST-1e,28.0,False,0.0,0.0,762.0,0.0,0.0,Erine Rilley,,,
9116,Mars,False,F/182/P,TRAPPIST-1e,61.0,False,1399.0,0.0,693.0,0.0,0.0,Torms Bota,F,182,P
9117,Mars,True,F/182/P,TRAPPIST-1e,52.0,False,0.0,0.0,0.0,0.0,0.0,Casps Bota,F,182,P
9118,Mars,True,F/182/P,TRAPPIST-1e,5.0,False,0.0,0.0,0.0,0.0,0.0,Koks Bota,F,182,P
9119,Europa,False,C/31/P,TRAPPIST-1e,51.0,False,0.0,54.0,0.0,22.0,5915.0,Alinan Gausearmir,C,31,P
9120,Europa,False,C/31/P,TRAPPIST-1e,26.0,False,61.0,1124.0,59.0,2217.0,622.0,,C,31,P
9121,Mars,False,D/37/P,TRAPPIST-1e,44.0,False,589.0,0.0,235.0,20.0,31.0,Grams Brine,D,37,P
9122,Mars,False,F/183/P,TRAPPIST-1e,46.0,False,1246.0,0.0,3767.0,1.0,0.0,Monch Brine,F,183,P
9123,Mars,False,D/33/S,TRAPPIST-1e,32.0,False,176.0,0.0,2851.0,0.0,0.0,Mondax Repie,D,33,S
9124,Europa,True,C/36/S,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,Tarfik Poilsive,C,36,S
9125,Europa,True,C/36/S,55 Cancri e,21.0,False,0.0,0.0,0.0,0.0,0.0,Furuson Poilsive,C,36,S
9126,Europa,True,C/36/S,55 Cancri e,52.0,False,0.0,0.0,174.90603284902085,0.0,0.0,Arino Diossiver,C,36,S
9127,Europa,True,C/37/S,55 Cancri e,52.0,False,0.0,0.0,0.0,0.0,0.0,Jihoton Gearriting,C,37,S
9128,Earth,False,F/185/P,TRAPPIST-1e,14.0,False,0.0,1277.0,0.0,241.0,306.7894819713431,Arlen Newtontoss,F,185,P
9129,Earth,False,F/186/P,TRAPPIST-1e,21.0,False,0.0,0.0,644.0,308.4769036733407,0.0,Glenry Brenney,F,186,P
9130,Europa,True,B/36/S,55 Cancri e,42.0,False,0.0,0.0,0.0,0.0,0.0,Duhrid Exhaft,B,36,S
9131,Europa,True,B/36/S,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,Azhab Exhaft,B,36,S
9132,Earth,True,G/131/P,PSO J318.5-22,26.0,False,0.0,0.0,0.0,0.0,0.0,Yolana Mirezavis,G,131,P
9133,Earth,True,G/136/S,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0,Timmie Bookson,G,136,S
9134,Mars,False,F/169/S,TRAPPIST-1e,14.0,False,1793.0,0.0,300.0,0.0,0.0,Rans Wala,F,169,S
9135,Mars,True,F/169/S,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,Fispot Wala,F,169,S
9136,Mars,True,F/169/S,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,Cank Wala,F,169,S
9137,Europa,False,E/64/S,55 Cancri e,54.0,False,0.0,8179.0,0.0,2673.0,6512.0,Scelava Fruidy,E,64,S
9138,Earth,False,G/132/P,TRAPPIST-1e,55.0,False,0.0,4.0,512.0,365.0,0.0,Perryl Lynnerett,G,132,P
9139,Mars,False,E/65/S,,16.0,False,9.0,0.0,1162.0,2.0,0.0,Apench Apeau,E,65,S
9140,Europa,False,C/34/P,TRAPPIST-1e,38.0,False,0.0,6915.0,0.0,3243.0,5218.0,Jihoton Pressive,C,34,P
9141,Earth,False,G/141/S,TRAPPIST-1e,48.0,False,411.0,405.0,31.0,5.0,34.0,Maen Scheron,G,141,S
9142,Earth,False,G/142/S,55 Cancri e,13.0,False,483.0,0.0,28.0,375.0,0.0,Melara Lunapperts,G,142,S
9143,Earth,False,F/171/S,TRAPPIST-1e,20.0,False,0.0,4.0,0.0,732.0,1.0,Anniey Currisones,F,171,S
9144,Mars,True,E/52/P,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,Crisp Quith,E,52,P
9145,Mars,True,F/197/P,TRAPPIST-1e,45.0,False,0.0,0.0,0.0,0.0,0.0,Jifes Banie,F,197,P
9146,Mars,True,F/197/P,TRAPPIST-1e,5.0,False,0.0,0.0,0.0,0.0,0.0,Gops Banie,F,197,P
9147,Mars,True,F/197/P,55 Cancri e,42.0,False,22.0,0.0,697.0,798.0,0.0,Eats Banie,F,197,P
9148,Mars,False,E/69/S,55 Cancri e,50.0,False,901.0,0.0,242.0,160.0,0.0,Rowl Berle,E,69,S
9149,Mars,False,F/173/S,TRAPPIST-1e,21.0,False,590.0,0.0,114.0,0.0,415.0,Crisp Berle,F,173,S
9150,Earth,False,G/139/P,TRAPPIST-1e,22.0,False,141.0,695.0,0.0,116.0,482.0,,G,139,P
9151,Mars,True,F/174/S,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,Anakes Queke,F,174,S
9152,Earth,False,F/200/P,PSO J318.5-22,22.0,False,0.0,154.0,497.0,16.0,1.0,Shan Paynard,F,200,P
9153,Earth,False,F/176/S,TRAPPIST-1e,21.0,False,0.0,60.0,0.0,308.4769036733407,653.0,Maura Wiggson,F,176,S
9154,Earth,False,E/71/S,PSO J318.5-22,24.0,False,640.0,155.0,0.0,0.0,0.0,Dixiel Franankson,E,71,S
9155,Earth,False,F/177/S,TRAPPIST-1e,24.0,False,9.0,71.0,2572.0,0.0,0.0,Stany Meltonway,F,177,S
9156,Europa,True,D/34/S,TRAPPIST-1e,42.0,False,0.0,0.0,0.0,0.0,0.0,Izares Syncepul,D,34,S
9157,Earth,False,F/180/S,TRAPPIST-1e,19.0,False,1.0,0.0,0.0,0.0,632.0,Andan Fryan,F,180,S
9158,Earth,False,G/144/P,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,908.0,Hard Mayods,G,144,P
9159,Earth,False,E/55/P,TRAPPIST-1e,35.0,False,666.0,175.0,783.0,0.0,0.0,Mariel Jarvey,E,55,P
9160,Earth,True,G/147/S,PSO J318.5-22,19.0,False,0.0,0.0,0.0,0.0,0.0,Samany Alest,G,147,S
9161,Earth,False,F/181/S,TRAPPIST-1e,55.0,False,0.0,24.0,52.0,808.0,0.0,Vanley Mallerez,F,181,S
9162,Earth,False,G/148/S,TRAPPIST-1e,35.0,False,0.0,382.0,0.0,370.0,156.0,Ellena Parsoney,G,148,S
9163,Earth,True,G/148/S,TRAPPIST-1e,63.0,False,0.0,0.0,0.0,0.0,0.0,Jeane Parsoney,G,148,S
9164,Europa,False,B/37/P,TRAPPIST-1e,66.0,False,2164.0,46.0,0.0,6962.0,2257.0,Yildunt Batonsufft,B,37,P
9165,Europa,True,B/37/P,55 Cancri e,45.0,False,0.0,0.0,0.0,0.0,0.0,Boteino Batonsufft,B,37,P
9166,Earth,False,F/205/P,PSO J318.5-22,20.0,False,0.0,363.0,344.0,0.0,165.0,Inette Francock,F,205,P
9167,Earth,True,G/147/P,PSO J318.5-22,21.0,False,0.0,0.0,0.0,0.0,0.0,Vanley Gambs,G,147,P
9168,Earth,False,G/147/P,TRAPPIST-1e,51.0,False,0.0,908.0,0.0,0.0,0.0,Artis Gambs,G,147,P
9169,Earth,False,G/155/S,TRAPPIST-1e,13.0,False,731.0,0.0,51.0,0.0,0.0,Holey Fuentryoung,G,155,S
9170,Earth,False,G/157/S,TRAPPIST-1e,24.0,False,826.0,5.0,1.0,56.0,0.0,Marky Fishopper,G,157,S
9171,Mars,False,F/206/P,TRAPPIST-1e,28.0,False,240.0,161.0,0.0,0.0,1405.0,Fowoos Chen,F,206,P
9172,Mars,True,F/188/S,TRAPPIST-1e,52.0,False,0.0,0.0,0.0,0.0,0.0,Croos One,F,188,S
9173,Europa,False,A/12/S,55 Cancri e,32.0,False,0.0,2983.0,0.0,6282.0,74.0,Grafi Presectle,A,12,S
9174,Earth,False,F/192/S,TRAPPIST-1e,23.0,False,0.0,458.0,151.0,256.0,0.0,Mara Ments,F,192,S
9175,Mars,True,F/193/S,TRAPPIST-1e,37.0,False,0.0,0.0,0.0,0.0,0.0,Eet Vlake,F,193,S
9176,Earth,True,G/160/S,PSO J318.5-22,35.0,False,0.0,0.0,0.0,0.0,0.0,Glene Hendrewsons,G,160,S
9177,Earth,True,G/162/S,TRAPPIST-1e,46.0,False,222.89785157787045,0.0,0.0,0.0,0.0,Racily Olivasquez,G,162,S
9178,Earth,False,F/195/S,TRAPPIST-1e,33.0,False,553.0,6.0,0.0,0.0,90.0,Annah Vincenton,F,195,S
9179,Europa,False,A/8/P,55 Cancri e,34.0,True,0.0,1286.0,39.0,527.0,57.0,Mizark Witalnerod,A,8,P
9180,Earth,False,G/165/S,TRAPPIST-1e,51.0,False,0.0,111.0,1719.0,45.0,4.0,Gayla Hinglendez,G,165,S
9181,Earth,True,G/157/P,TRAPPIST-1e,,False,0.0,0.0,174.90603284902085,0.0,0.0,Evendy Buchansen,G,157,P
9182,Earth,False,G/158/P,TRAPPIST-1e,27.0,False,54.0,47.0,630.0,0.0,53.0,Hilly Booneid,G,158,P
9183,Europa,True,C/40/P,55 Cancri e,22.0,False,0.0,0.0,0.0,0.0,0.0,Sino Panspic,C,40,P
9184,Europa,True,C/40/P,55 Cancri e,33.0,False,0.0,0.0,0.0,0.0,0.0,Astula Panspic,C,40,P
9185,Europa,True,C/41/P,55 Cancri e,31.0,False,0.0,0.0,0.0,0.0,0.0,Chard Stracary,C,41,P
9186,Earth,False,E/59/P,TRAPPIST-1e,16.0,False,0.0,0.0,978.0,9.0,0.0,Racey Marson,E,59,P
9187,Earth,False,G/159/P,55 Cancri e,6.0,False,0.0,0.0,0.0,0.0,0.0,Dennie Marson,G,159,P
9188,Earth,False,F/203/S,PSO J318.5-22,18.0,False,289.0,0.0,423.0,150.0,508.0,Kerrie Gallandez,F,203,S
9189,Europa,True,D/40/P,55 Cancri e,30.0,False,0.0,0.0,0.0,0.0,0.0,Okula Opshosent,D,40,P
9190,Earth,False,F/221/P,TRAPPIST-1e,24.0,False,0.0,92.0,656.0,0.0,0.0,Valex Wolfaddox,F,221,P
9191,Earth,True,G/160/P,PSO J318.5-22,57.0,False,0.0,0.0,0.0,0.0,0.0,Lonnis Arneras,G,160,P
9192,Earth,True,G/160/P,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,308.4769036733407,0.0,Kenda Arneras,G,160,P
9193,Earth,False,G/160/P,TRAPPIST-1e,23.0,False,0.0,784.0,174.90603284902085,0.0,1.0,Kariel Arneras,G,160,P
9194,Earth,False,G/160/P,TRAPPIST-1e,40.0,False,150.0,8.0,565.0,60.0,0.0,Kencey Arneras,G,160,P
9195,Earth,False,G/160/P,55 Cancri e,21.0,False,699.0,0.0,0.0,0.0,18.0,Aleroy Arneras,G,160,P
9196,Earth,False,G/160/P,TRAPPIST-1e,17.0,False,154.0,49.0,540.0,0.0,0.0,Feline Farmonrada,G,160,P
9197,Earth,True,G/160/P,55 Cancri e,25.0,False,0.0,451.96167494677076,0.0,0.0,0.0,Vanney Arneras,G,160,P
9198,Earth,True,G/160/P,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0,Harvin Arneras,G,160,P
9199,Earth,False,G/168/S,TRAPPIST-1e,18.0,False,212.0,188.0,38.0,0.0,449.0,Joyn Balley,G,168,S
9200,Earth,False,E/75/S,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,Ninaha Mcbriggins,E,75,S
9201,Earth,True,E/75/S,PSO J318.5-22,14.0,False,0.0,0.0,0.0,0.0,0.0,Idarry Mcbriggins,E,75,S
9202,Earth,False,G/164/P,,16.0,False,0.0,0.0,0.0,0.0,0.0,Viviay Steeletters,G,164,P
9203,Mars,False,F/222/P,TRAPPIST-1e,22.0,False,4.0,192.0,1161.0,11.0,19.0,Snich Lette,F,222,P
9204,Europa,True,B/42/S,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,Sadlami Aindlylid,B,42,S
9205,Europa,False,B/42/S,55 Cancri e,23.0,False,0.0,7600.0,174.90603284902085,188.0,12863.0,Alnath Wheltary,B,42,S
9206,Earth,True,G/167/P,55 Cancri e,26.0,False,0.0,0.0,0.0,0.0,0.0,Dianya Mcleandez,G,167,P
9207,Mars,False,D/37/S,TRAPPIST-1e,18.0,False,2233.0,0.0,346.0,0.0,0.0,Dontch Ickes,D,37,S
9208,Earth,False,G/171/S,TRAPPIST-1e,72.0,False,0.0,708.0,0.0,1.0,11.0,Royce Norry,G,171,S
9209,Mars,False,F/228/P,TRAPPIST-1e,18.0,False,1216.0,0.0,32.0,41.0,0.0,Jet Hoche,F,228,P
9210,Europa,True,C/41/S,55 Cancri e,24.0,False,0.0,0.0,0.0,0.0,0.0,Ruchban Sorticbar,C,41,S
9211,Mars,False,F/209/S,TRAPPIST-1e,36.0,False,1199.0,27.0,83.0,0.0,0.0,Mondax Brie,F,209,S
9212,Mars,True,F/209/S,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,Ran Brie,F,209,S
9213,Earth,False,F/210/S,TRAPPIST-1e,19.0,False,132.0,575.0,294.0,0.0,513.0,Andine Bonnondry,F,210,S
9214,Earth,False,F/212/S,PSO J318.5-22,28.0,False,847.0,20.0,0.0,77.0,0.0,Thony Kinson,F,212,S
9215,Earth,True,G/172/S,55 Cancri e,2.0,False,0.0,0.0,0.0,0.0,0.0,Colly Burnerez,G,172,S
9216,Earth,True,G/172/S,TRAPPIST-1e,5.0,False,0.0,0.0,0.0,0.0,0.0,Almary Burnerez,G,172,S
9217,Earth,False,E/77/S,55 Cancri e,25.0,False,0.0,0.0,150.0,562.0,6.0,Alie Burnerez,E,77,S
9218,Europa,False,C/43/S,TRAPPIST-1e,45.0,False,0.0,283.0,0.0,3613.0,0.0,Wasalm Pokematic,C,43,S
9219,Europa,True,C/43/S,TRAPPIST-1e,59.0,False,0.0,0.0,0.0,0.0,0.0,Sula Headal,C,43,S
